gene,0,4,8
Gm29485,2,2.375,1.7142857142857142
Gm29538,8,7.75,6.571428571428571
Gm29539,1,1.375,2
Gm29695,175.28571428571428,153.75,154.71428571428572
Gm29797,96.71428571428571,94.375,24.285714285714285
Gm31135,85.85714285714286,52.125,24.285714285714285
Gm31256,1.5714285714285714,1.25,1.1428571428571428
Gm32999,1.5714285714285714,1.875,1.7142857142857142
Gm33222,7,9.25,9.428571428571429
Gm33489,195.57142857142858,183.125,74.71428571428571
Gm33533,15.285714285714286,16.25,18.285714285714285
Gm35315,51.42857142857143,62.875,80.14285714285714
Gm35339,394.57142857142856,404,251
Gm3551,1,1,0.8571428571428571
Gm36527,2.4285714285714284,2.375,1.8571428571428572
Gm3764,4120.428571428572,4328.75,4789.285714285715
Gm4017,18.285714285714285,19.25,15.428571428571429
Gm4208,1,1.375,1.2857142857142858
Gm4852,4.571428571428571,7.375,5.428571428571429
Gm4953,2.4285714285714284,2.75,3.7142857142857144
Gm4988,110.85714285714286,133.125,154.42857142857142
Gm5256,2.142857142857143,1.375,1.7142857142857142
Gm5415,1.8571428571428572,0.375,1.4285714285714286
Gm5468,4.142857142857143,6.25,9.142857142857142
Gm5523,1.8571428571428572,1.25,1.1428571428571428
Gm5525,21.428571428571427,22.25,20
Gm5526,19.571428571428573,17,15.428571428571429
Gm5529,21.714285714285715,18.375,19.428571428571427
Gm5532,4.571428571428571,5.125,4.714285714285714
Gm5830,12.714285714285714,11.125,12.714285714285714
Gm5835,33.285714285714285,34,34.285714285714285
Gm5837,5.285714285714286,5.75,5.428571428571429
Gm6028,2.2857142857142856,2.625,1.5714285714285714
Gm6104,1.8571428571428572,1.375,2.4285714285714284
Gm6136,19.571428571428573,21.25,22.571428571428573
Gm6170,27.428571428571427,31,24.714285714285715
Gm6177,1,0.625,1.2857142857142858
Gm6187,1.2857142857142858,1.75,2.142857142857143
Gm6277,211.14285714285714,173.75,105.85714285714286
Gm6430,2.7142857142857144,4.375,3.857142857142857
Gm6644,1.2857142857142858,1.75,1
Gm6822,11.428571428571429,9.75,9.714285714285714
Gm7160,17,15.125,17.142857142857142
Gm7241,1.7142857142857142,0.625,0.7142857142857143
Gm7266,3.142857142857143,5,5
Gm7357,3.142857142857143,2.625,3.142857142857143
Gm7658,8.714285714285714,10.75,9.571428571428571
Gm7761,7.857142857142857,9.5,6.714285714285714
Gm7846,8.428571428571429,11,10.714285714285714
Gm7895,16.714285714285715,17.625,15.571428571428571
Gm8013,6.428571428571429,5.75,5.571428571428571
Gm8141,10.428571428571429,11,8.571428571428571
Gm8173,0.8571428571428571,1.125,1.4285714285714286
Gm8292,11.142857142857142,11.25,13
Gm8337,18.857142857142858,19.125,13.571428571428571
Gm8451,29,31.5,32
Gm8493,33.285714285714285,29.375,10.285714285714286
Gm8615,34.57142857142857,29.25,8.857142857142858
Gm8618,0.7142857142857143,1.125,1
Gm9530,15.285714285714286,17.875,13.285714285714286
Gm9899,1366.5714285714287,1325.5,1072
Gm9925,309.7142857142857,406.25,609.7142857142857
Gm9962,13.857142857142858,17.125,18.428571428571427
Gmnn,105.57142857142857,118.375,123.57142857142857
Gna12,1879,1647.625,1371.142857142857
Gnb4,1914.5714285714287,1583.375,969.2857142857143
Gnmt,162,185.25,327.14285714285717
Gpatch8,5537.857142857143,5604,5523.571428571428
Gpld1,2603.8571428571427,3002.5,3360.8571428571427
Gpr1,5,4.75,6.142857142857143
Gpr137b,604,545.625,432.7142857142857
Gpr146,895.2857142857143,1021.625,1399.7142857142858
Gpr149,9.285714285714286,18,17.428571428571427
Gpr17,1248.7142857142858,761.375,391
Gpr179,24,33.25,51.57142857142857
Gpr35,40,40.25,37.285714285714285
Gpr37,2251.8571428571427,1998.75,1498.2857142857142
Gpr39,0.7142857142857143,1.125,1.8571428571428572
Gpr4,160.42857142857142,151.25,147.14285714285714
Gpr45,82,84.5,92.85714285714286
Gpr55,3.2857142857142856,2.75,4.571428571428571
Gpr61,205.14285714285714,203.5,209.14285714285714
Gpr83,59.285714285714285,66.375,76.28571428571429
Gpr89,671.8571428571429,649.75,459.42857142857144
Gprc5c,2647,2324.625,2386.5714285714284
Gpx3,286.57142857142856,467.5,1047.857142857143
Grem2,141.14285714285714,163.875,190.57142857142858
Gria4,26285.571428571428,24211,18582.285714285714
Grid1,915.4285714285714,948.125,994.8571428571429
Grm4,16695,14361,9053.142857142857
Grm7,1003.8571428571429,1044.875,767.7142857142857
Gstm1,7477.857142857143,8503.625,10743.142857142857
Gtf3c3,1108.2857142857142,1158.875,1167.2857142857142
Gtpbp2,2679.4285714285716,2725.75,2368.285714285714
Gulp1,255,227,272.42857142857144
H2-K1,949.4285714285714,1031.375,1559.142857142857
H2-Q2,16.285714285714285,19.625,33.42857142857143
H2-Q4,161.71428571428572,164.5,389.42857142857144
H2-Q6,36.142857142857146,43.375,104
H2-T24,69.28571428571429,114,78.71428571428571
Hap1,2823.5714285714284,3099.5,3210.4285714285716
Hcfc2,1878.5714285714287,1885.625,1754
Hdac4,1986.4285714285713,2096.75,2041.7142857142858
Hdlbp,8358.857142857143,8519.625,8020.285714285715
Hebp1,251.14285714285714,219,160.28571428571428
Herpud1,3160,3048.125,3181.714285714286
Hexa,1545.4285714285713,1443.375,1022.2857142857143
Hexim2,445.2857142857143,499.75,711.8571428571429
Heyl,110.42857142857143,119.75,118.14285714285714
Hgsnat,2670.4285714285716,2905.875,3261
Hhex,46,54.125,45
Hkdc1,66.71428571428571,77.375,146.14285714285714
Hmbs,507.85714285714283,511.625,489
Hmgb3,434.57142857142856,440.375,516.2857142857143
Hmgcs1,7451.714285714285,5672.625,4458.285714285715
Hnrnpc,9822,9593.25,7155.428571428572
Hoga1,67.28571428571429,66,68.71428571428571
Hopx,6260.285714285715,5132.625,3384.714285714286
Hps4,873.5714285714286,796.125,608.4285714285714
Hrh2,253.57142857142858,270.875,238.71428571428572
Hs3st4,99.14285714285714,113.875,156.14285714285714
Hsd3b7,824.4285714285714,765.25,532.4285714285714
Hsf1,1536.2857142857142,1527.75,1138.4285714285713
Hsf4,154,194.25,229.57142857142858
Hspd1,7729.285714285715,7397.25,6195.857142857143
Hsph1,6067.571428571428,5725.625,3175.8571428571427
Htr2b,1.2857142857142858,1.25,1.7142857142857142
Htr5b,12.857142857142858,13.5,13.857142857142858
Htr7,69.42857142857143,88.375,88.57142857142857
Hykk,231.28571428571428,213.375,195.85714285714286
Icos,1.2857142857142858,2.5,1.2857142857142858
Icosl,472.14285714285717,589.125,1053.7142857142858
Idh2,1293.5714285714287,1399.75,1967
Idi1,677.2857142857143,514.375,373.85714285714283
Ido2,6.714285714285714,9.25,14
Ier3,390.57142857142856,465.75,520.5714285714286
Ier5,707.8571428571429,865.875,1029.857142857143
Ift22,1184.7142857142858,1129.5,821.8571428571429
Igbp1,1153.2857142857142,1295.25,1571.7142857142858
Igdcc4,2885.285714285714,2606.75,1836.857142857143
Igfbp2,2027.857142857143,1822.5,1992.7142857142858
Ighm,130.42857142857142,157.75,193.71428571428572
Igsf9,20,19.375,18.142857142857142
Igtp,126.42857142857143,181.875,275
Ihh,6.571428571428571,10,7.571428571428571
Iigp1,78.71428571428571,110.375,215.85714285714286
Ikbke,67.57142857142857,62.75,73.71428571428571
Il12rb1,49.857142857142854,50.25,125.28571428571429
Il16,7272.571428571428,7231.125,6600.714285714285
Il17f,1.5714285714285714,0.75,2.7142857142857144
Il18bp,429.7142857142857,427.25,340.2857142857143
Il18r1,0.5714285714285714,0.75,1.4285714285714286
Il1rl1,9.142857142857142,6.125,9.285714285714286
Il1rl2,18,16.25,18.714285714285715
Impact,7302.285714285715,8011.125,8725.142857142857
Impg1,46.285714285714285,49.375,48.42857142857143
Ing5,507.85714285714283,596.625,717.1428571428571
Inhbb,276.42857142857144,320.875,269.85714285714283
Inpp1,3551.285714285714,3615.75,3459
Inpp5b,2717.1428571428573,2819.5,2632.8571428571427
Inpp5d,205.71428571428572,205,212
Inpp5j,5927,5951,5903.142857142857
Inpp5k,2332.714285714286,2603.25,3002.714285714286
Insig2,2407.8571428571427,2442.5,2482.5714285714284
Insm1,22.428571428571427,22.375,24.428571428571427
Ipo9,6758.285714285715,7182.5,10163.42857142857
Iqca,32.857142857142854,32.375,28.428571428571427
Iqcc,706.1428571428571,743.375,680
Iqck,87,95.125,147
Irf2bp2,2958.1428571428573,2809.5,2330.4285714285716
Irgm1,259.42857142857144,393.625,507.2857142857143
Irs4,18.857142857142858,40.875,37
Itga10,348.42857142857144,301.875,267.85714285714283
Itgb1bp2,56.714285714285715,55.5,59.57142857142857
Itgb3,115.28571428571429,80.625,52.57142857142857
Itgb4,741.2857142857143,630,463.7142857142857
Itih3,2467.714285714286,3976.5,5534.571428571428
Itm2a,2595.1428571428573,2033.75,1524.7142857142858
Jade2,2018.5714285714287,2333.25,2973.5714285714284
Jakmip1,779.1428571428571,776.875,859.7142857142857
Jam2,3872.285714285714,3588.375,2702.1428571428573
Josd2,1581.4285714285713,1509.375,1002.8571428571429
Jph1,1486.5714285714287,1471.125,1429.7142857142858
Jpx,297.42857142857144,292.625,342
Jun,2642,2880.875,2235.4285714285716
Kansl1l,1415,1402.125,1370.7142857142858
Kansl3,3948.714285714286,3946,3834.714285714286
Kat2b,5368.857142857143,5912.125,7405.714285714285
Kazald1,174.42857142857142,243,317.7142857142857
Kcna4,192.71428571428572,219.125,209.14285714285714
Kcnab3,1432.857142857143,1577.125,2114.4285714285716
Kcne4,53.285714285714285,53.625,57.285714285714285
Kcnj13,645.5714285714286,481,490
Kcnj16,1327.5714285714287,1429.375,1373.142857142857
Kcnj3,5686.428571428572,5908.125,5058.571428571428
Kcnk13,198.71428571428572,165.125,104.28571428571429
Kcnq5,130.57142857142858,133.25,147.42857142857142
Kcnt2,73.85714285714286,67.75,73.57142857142857
Kctd2,2927.4285714285716,3346.875,4013.5714285714284
Kctd20,3079.1428571428573,2824.125,2424.4285714285716
Kctd21,829.2857142857143,778.875,483.14285714285717
Kctd4,163.57142857142858,159.5,115.71428571428571
Kdm4b,2737.4285714285716,2752,3079.5714285714284
Kdm5b,2269.4285714285716,2253.625,2095.1428571428573
Kdm5c,4913.857142857143,4629,3950.1428571428573
Kdm5d,680,763.125,608.5714285714286
Kdm6a,2810.8571428571427,2823.125,2920.285714285714
Keap1,1913.4285714285713,2108.5,2352.1428571428573
Khdrbs2,264.57142857142856,264.25,246.57142857142858
Kif14,13.142857142857142,12.875,11
Kif21b,1458,1344.5,1451
Kif5a,36079.57142857143,37911.75,33410.71428571428
Kirrel,522.1428571428571,484.5,558.2857142857143
Klf15,1596,1614.125,2286.8571428571427
Klhdc8a,719.4285714285714,753.375,701.5714285714286
Klhdc9,96,124.375,207.57142857142858
Klhl1,260,288.125,241
Klhl30,9.714285714285714,7,10.285714285714286
Klk6,799.7142857142857,606.875,248.14285714285714
Lad1,22.428571428571427,28,28.428571428571427
Lamc2,70.57142857142857,76.375,76.42857142857143
Lax1,3.7142857142857144,3.875,3.7142857142857144
Lcat,2558.8571428571427,2151.75,1249.5714285714287
Lclat1,1051.857142857143,1039.75,926.1428571428571
Lct,14.571428571428571,11.625,10.285714285714286
Ldlr,1111.142857142857,1080.375,1084.4285714285713
Ldoc1,423.14285714285717,521.25,373.57142857142856
Lemd1,15.142857142857142,19,18.428571428571427
Lgals3,65.57142857142857,73.125,130.57142857142858
Lgr6,294.7142857142857,309.875,267.2857142857143
Lhx4,0.7142857142857143,7,6
Lhx9,276.42857142857144,217.625,342.57142857142856
Lias,975.8571428571429,1094.375,1230.4285714285713
Lig1,527.4285714285714,601.875,759.5714285714286
Lime1,2658.4285714285716,2529.625,1657.2857142857142
Lims2,387.57142857142856,312.875,276.42857142857144
Lipt1,91.85714285714286,105.75,101.57142857142857
Lix1,492.57142857142856,422.375,284.2857142857143
Llgl1,3262.5714285714284,3059.75,2911.714285714286
Lman2,3558.4285714285716,3491,2692.285714285714
Lman2l,1368.4285714285713,1272.75,819.5714285714286
Lmbr1l,608.4285714285714,619.875,600.1428571428571
Lmbrd1,9525.714285714286,9665.625,9914.714285714286
Lmo3,187.42857142857142,213.125,267.42857142857144
Lmx1a,88.57142857142857,82.25,115.85714285714286
Lor,13,12.625,18.714285714285715
Lpar1,2234,1833.125,1331.4285714285713
Lrch3,5560,5329.125,4353.857142857143
Lrrc1,744.4285714285714,774.625,718.4285714285714
Lrrc29,64,81,132.14285714285714
Lrrc52,5,4.5,3.857142857142857
Lrrc8a,3267.5714285714284,3549.5,4634.285714285715
Lrrn2,3325.8571428571427,3546.5,3474.714285714286
Lrrn4,4.857142857142857,6.75,8.428571428571429
Lrrtm1,258.7142857142857,273,276.42857142857144
Ltbp2,1610.2857142857142,1976.5,2236.1428571428573
Ltf,35.57142857142857,52.75,35.714285714285715
Lum,295.2857142857143,231.625,135
Lxn,2671.4285714285716,2269.875,1395.7142857142858
Ly96,36.57142857142857,34,34.57142857142857
Lyg2,10.285714285714286,8.625,7.857142857142857
Lypd6,1249.7142857142858,1233.125,1720.5714285714287
Lypd6b,105.85714285714286,125.5,171.85714285714286
Lypla1,2161.1428571428573,2169.125,2064.1428571428573
Mael,3.7142857142857144,2.875,5.285714285714286
Mag,7949,6253.625,4296.857142857143
Magee2,88.57142857142857,84.75,79.42857142857143
Magel2,39,45,67.14285714285714
Mal2,305,307.625,324.7142857142857
Mamdc4,198.28571428571428,168.625,99.28571428571429
Map2,25615.428571428572,26110.875,23713.571428571428
Map6d1,2250.285714285714,2146.75,1516.4285714285713
Mapk7,1218,1238.125,1210.4285714285713
Marcks,7273.428571428572,6267.75,4994.714285714285
Marcksl1,1358.7142857142858,961.875,650.2857142857143
Mark3,3742.8571428571427,3609.375,3474.285714285714
Mau2,5056,4985.375,5258.142857142857
Mcmdc2,36.285714285714285,40.125,34.57142857142857
Mdfi,498,453.5,310.57142857142856
Mdh1b,23.571428571428573,24,18.142857142857142
Mdk,928.2857142857143,881.375,594
Mettl11b,6.428571428571429,7.75,6.142857142857143
Mettl16,1126.4285714285713,1036,694.1428571428571
Mettl17,865.2857142857143,852.5,829.4285714285714
Mex3a,212.28571428571428,193.625,125.71428571428571
Mff,7390.857142857143,7578.875,7336.142857142857
Mfge8,2156,1863,1121
Mfsd9,161,158.5,162.71428571428572
Mgat5,3864,3913.5,3599.5714285714284
Mgst3,1805.5714285714287,1836.75,1702.2857142857142
Mib2,2718.714285714286,2773.625,2450.1428571428573
Mid1,266.2857142857143,259.25,189.14285714285714
Mif-ps1,1.2857142857142858,2.125,1.5714285714285714
Mir128-1,1.8571428571428572,3.125,3.2857142857142856
Mir133b,5,5.75,4.428571428571429
Mir149,0.7142857142857143,1.375,0.7142857142857143
Mir1901,54.142857142857146,38.75,26.428571428571427
Mir30c-2,12,9.125,10.285714285714286
Mir378a,7.857142857142857,8,10.142857142857142
Mir7682,2.857142857142857,2.75,3.5714285714285716
Mkks,1520.2857142857142,1448.375,1069
Mmaa,1573.5714285714287,1509.125,1203.5714285714287
Mmab,579.2857142857143,601.25,688.2857142857143
Mn1,162.85714285714286,162.625,220.71428571428572
Mndal,204.57142857142858,183.25,150
Mog,3450.5714285714284,2470.75,1754.5714285714287
Mogat1,6.285714285714286,7.375,4.714285714285714
Morc2b,157.28571428571428,153.5,108.42857142857143
Morn2,288.42857142857144,270.875,181.28571428571428
Moxd1,303.57142857142856,223.125,176.85714285714286
Mpo,5.142857142857143,9,6.571428571428571
Mpped1,240.85714285714286,266.5,270.7142857142857
Mrgpre,98.14285714285714,109.25,122.71428571428571
Mroh1,3676,3991.75,5113.857142857143
Mroh2a,15.714285714285714,16.125,12.428571428571429
Mrpl15,1169.5714285714287,1166.375,1105.142857142857
Mrpl24,1627.142857142857,1606.75,1229.2857142857142
Mrpl30,1140.5714285714287,1196.125,1129.857142857143
Mrpl35,1261.2857142857142,1249.125,896
Mrpl44,814.7142857142857,865.125,815
Mrps9,1258.7142857142858,1297.5,1305.2857142857142
Mrrf,580.8571428571429,568.625,403
Msantd1,210.42857142857142,169.5,89.57142857142857
Msc,11.571428571428571,12.125,9.285714285714286
Msln,65.57142857142857,59.75,101.57142857142857
Msmo1,2304.714285714286,1897.875,1373.7142857142858
Msn,2972.1428571428573,2809.375,2367.4285714285716
Mstn,22,24.75,19.142857142857142
Mt1,7601.428571428572,10112.375,14397.285714285714
Mthfd2l,247.28571428571428,274.25,299.57142857142856
Mtmr7,2464.714285714286,2792.625,3059
Mybpc1,2680.5714285714284,2919.75,2535.8571428571427
Mybph,17.285714285714285,18.375,23.857142857142858
Myh11,271.2857142857143,290.25,252.42857142857142
Myh15,32.142857142857146,32.375,19.857142857142858
Myo1b,854,869.25,854.5714285714286
Myo1d,794.2857142857143,675,502.42857142857144
Myoc,385.42857142857144,277.125,281.85714285714283
Myog,1.7142857142857142,1.125,0.8571428571428571
Nabp1,430,448.75,397.2857142857143
Nadk,2601.714285714286,2561.5,2291.285714285714
Nap1l5,19245.571428571428,20664.875,22891.714285714286
Nbeal1,1732.7142857142858,1662.625,1432.7142857142858
Nbl1,2550.714285714286,2914.375,4832.428571428572
Ncf2,75.71428571428571,82.5,78.28571428571429
Nck2,789.2857142857143,771.125,744.8571428571429
Ncmap,43,58.875,131.57142857142858
Ncoa2,4909,5055.625,5049.285714285715
Ndufa10,4576.857142857143,4678,4349.714285714285
Ndufs1,7504.571428571428,7668.875,7734.285714285715
Neto1,203.71428571428572,252.75,232.14285714285714
Nfkbia,1188.5714285714287,1086.375,1320.4285714285713
Nfya,1132.142857142857,1064.125,751.5714285714286
Ngb,57.285714285714285,65.875,98.85714285714286
Ngef,575.1428571428571,513.375,525.5714285714286
Ngp,51.57142857142857,98.625,72.57142857142857
Nid1,1474.2857142857142,1030.875,692.1428571428571
Nif3l1,744.5714285714286,754.5,721
Nifk,941,945.625,917.1428571428571
Nme7,433.85714285714283,431.75,415.7142857142857
Nmnat2,9568.714285714286,9814.875,9333.57142857143
Nmnat3,35.285714285714285,44.625,50.857142857142854
Nmur1,24.571428571428573,23.75,28
Noc2l,2429.4285714285716,2463.5,2276.5714285714284
Nol3,262,268.75,252.85714285714286
Nop14,975.5714285714286,1042,1226.857142857143
Noxred1,96.71428571428571,84.5,31.714285714285715
Npas1,10.714285714285714,22.375,22.428571428571427
Npas2,163.71428571428572,214.875,277.2857142857143
Npbwr1,3.4285714285714284,4.875,6
Npffr1,8.714285714285714,10.125,12
Nphs2,12.571428571428571,6.75,8.857142857142858
Npsr1,4.428571428571429,10.25,13.857142857142858
Nptx2,66.28571428571429,60.625,84.57142857142857
Nqo1,378.42857142857144,434.5,610.4285714285714
Nr2e1,8,4.75,9.285714285714286
Nr2f1,1607.142857142857,1679.375,1684.5714285714287
Nr5a2,1,3,2
Nras,1981.4285714285713,1654.25,1321
Nrep,40059.857142857145,33840.625,23595
Nrp2,458.7142857142857,481.875,448.85714285714283
Nrsn2,1916.5714285714287,2145.125,2446.714285714286
Nsun3,498.85714285714283,558.25,747.2857142857143
Nsun5,581.4285714285714,585.625,579.8571428571429
Ntf3,264.85714285714283,198.25,90.42857142857143
Nucb2,248.85714285714286,288.875,369.7142857142857
Nudt5,575.7142857142857,537.875,362.57142857142856
Nudt9,1369,1600.5,1771.2857142857142
Nuf2,175.42857142857142,136.25,87.71428571428571
Nyap2,1219.7142857142858,1347,1248.7142857142858
Obsl1,815.4285714285714,757.125,773.2857142857143
Ogdhl,3701.714285714286,4320.75,4739.285714285715
Ogfrl1,9918.42857142857,10633.375,10289.857142857143
Olfr1033,81.14285714285714,51.5,80
Omd,180.57142857142858,180.125,355.7142857142857
Oprk1,64.28571428571429,78.625,72.85714285714286
Oprm1,109.28571428571429,125.875,133.85714285714286
Optc,35.285714285714285,30.5,44.714285714285715
Ormdl3,2612.1428571428573,2839.875,3704.5714285714284
Otoa,44.142857142857146,51.75,90.28571428571429
Otof,119.42857142857143,125.625,88.42857142857143
Otp,4.285714285714286,14.875,10.428571428571429
Ovgp1,592.1428571428571,720.125,1278.5714285714287
Oxct1,15332.142857142857,14253,10649.857142857143
Oxtr,27.142857142857142,28.125,27.428571428571427
Pabpc4,847,800.125,655.5714285714286
Padi2,1230.4285714285713,940.5,686.5714285714286
Paip2b,3694.8571428571427,4172.5,4434.142857142857
Pam,1955.4285714285713,2040.125,2147.8571428571427
Pan3,4508.857142857143,4748.625,5022.428571428572
Panct2,18.285714285714285,18.5,15
Pank4,1769.2857142857142,1897.375,1850.4285714285713
Pantr1,251.42857142857142,261.5,245.14285714285714
Pantr2,44.714285714285715,47.75,41.42857142857143
Pappa2,6.857142857142857,7.125,5.714285714285714
Paqr8,18625.714285714286,18883.625,18911.428571428572
Parp3,335.85714285714283,385.875,505.7142857142857
Pask,207.57142857142858,198.75,192.85714285714286
Pax3,312,296,306
Pax7,8.285714285714286,17,29.571428571428573
Paxip1,1871.4285714285713,1814.125,1850.142857142857
Pbdc1,494.14285714285717,489.75,392
Pbx1,4099,4222.375,4290.428571428572
Pcbd1,128.28571428571428,136.625,133
Pcdh10,1685.857142857143,1744.625,1754.857142857143
Pcdh17,1337.7142857142858,1386.375,1261.5714285714287
Pcdh18,129.57142857142858,142.75,119
Pcdh19,314.57142857142856,335.125,345.85714285714283
Pcdh8,115.85714285714286,131,142
Pcdha10,75.28571428571429,68,54.857142857142854
Pcdhb8,148,161.625,137.57142857142858
Pcdhga1,167.57142857142858,162.375,181.28571428571428
Pcgf6,1196.4285714285713,1177.625,986.4285714285714
Pcif1,2190.1428571428573,2339.875,2954.714285714286
Pcyox1l,762.7142857142857,699.375,528.7142857142857
Pdcd1,1.7142857142857142,2.125,0.5714285714285714
Pdcd2l,601.4285714285714,617.5,653.5714285714286
Pdcl3,1142.2857142857142,1167.125,1146.4285714285713
Pde11a,53.42857142857143,54.375,73.42857142857143
Pde1b,1174.2857142857142,1290.75,1550.142857142857
Pde8b,704.1428571428571,803.375,725.1428571428571
Pdzrn4,69.14285714285714,77,81.71428571428571
Penk,3048.8571428571427,3425.625,4050.8571428571427
Per2,3458.4285714285716,3053.25,2374.5714285714284
Pex6,1824,1823.625,1347.142857142857
Pgap1,2114.4285714285716,2145,1975.142857142857
Pgm2,3313.714285714286,3813.75,4281.714285714285
Pgpep1l,14.142857142857142,12.625,15.714285714285714
Pgr15l,11,17.5,14.428571428571429
Phf3,4663.428571428572,4750.625,4551.857142857143
Phf7,158,193.25,302
Phkg1,742.4285714285714,665.5,482.85714285714283
Phkg2,1881,1903.75,1961.857142857143
Phlda3,491.85714285714283,487.375,422.14285714285717
Phyhd1,909.7142857142857,1301.375,1851
Pi15,32.714285714285715,30.125,30.428571428571427
Piga,589.4285714285714,511.125,382.2857142857143
Pign,938.2857142857143,915.5,892.5714285714286
Pigq,4076.4285714285716,3908.875,3099.285714285714
Pigs,2738.5714285714284,2582.625,1984.7142857142858
Pikfyve,2749.5714285714284,2823.375,2770.1428571428573
Pim2,1356.857142857143,1293.625,1074.4285714285713
Pink1,15454.57142857143,17252.375,23305.285714285714
Pithd1,2037.7142857142858,2304.5,2664.5714285714284
Pkhd1,2.2857142857142856,1.75,3
Pkn1,1224,1247.5,1226.5714285714287
Pkp1,2.7142857142857144,2.125,2.5714285714285716
Pkp4,12136.857142857143,11429,9522.142857142857
Pla2g3,139.42857142857142,203.375,423.57142857142856
Pla2g4e,285.85714285714283,393.75,1014.5714285714286
Plch2,9075.142857142857,8787,6589.857142857143
Plcl1,1269.4285714285713,1399.875,1348.857142857143
Plcl2,1901.5714285714287,1849.5,1708.7142857142858
Plcxd1,143.14285714285714,150.25,192.28571428571428
Pld3,2507.8571428571427,2751,2764
Plekha6,4680.142857142857,5002.375,4919.571428571428
Plekhg2,295.85714285714283,248.75,263.57142857142856
Plekhh3,1766.5714285714287,1802.5,1852.7142857142858
Plekhm1,1744.4285714285713,1657.875,1520.857142857143
Plekhm3,1873.4285714285713,2016.625,1930.857142857143
Plin4,447.14285714285717,975.75,1942.142857142857
Pllp,1692.5714285714287,1241.75,894.5714285714286
Plod1,1059.7142857142858,904.25,688.5714285714286
Plp1,91103.14285714286,67197.75,35161
Plxnb2,6172,5908.125,5676.428571428572
Plxnb3,1132,1014.875,652.7142857142857
Pm20d1,214.85714285714286,237.625,206
Pmp22,1688.7142857142858,1569,1182.5714285714287
Pms1,387.14285714285717,427.25,544.1428571428571
Pnma2,329.2857142857143,369.75,317.57142857142856
Pnoc,86.85714285714286,99,95.71428571428571
